                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    164,                0.60268,                0.36673,                0.89788,                0.99878,                      1,                  0.995,                0.89875,                0.47914,                0.30777,                 0.7975,              0.0009308,              0.0009308,              0.0009308
                    165,                0.61427,                0.36968,                0.89291,                0.99878,                      1,                  0.995,                0.89886,                0.48237,                0.30724,                0.79946,              0.0009242,              0.0009242,              0.0009242
                    166,                0.61049,                0.37736,                0.86951,                0.99884,                      1,                  0.995,                0.90072,                0.50114,                0.30731,                0.80532,              0.0009176,              0.0009176,              0.0009176
                    167,                 0.5539,                0.38186,                0.87564,                0.99886,                      1,                  0.995,                0.90027,                0.50289,                0.30736,                 0.8052,               0.000911,               0.000911,               0.000911
                    168,                0.53108,                 0.3469,                0.86955,                0.99891,                      1,                  0.995,                0.90612,                0.47281,                0.29938,                0.79791,              0.0009044,              0.0009044,              0.0009044
                    169,                0.59723,                0.36464,                0.87085,                0.99895,                      1,                  0.995,                0.91463,                0.45298,                0.29107,                0.79442,              0.0008978,              0.0008978,              0.0008978
                    170,                0.59505,                0.35986,                 0.8573,                0.99892,                      1,                  0.995,                0.90757,                0.45878,                0.29397,                0.79642,              0.0008912,              0.0008912,              0.0008912
                    171,                 0.5597,                 0.3692,                 0.8932,                0.99892,                      1,                  0.995,                0.89466,                0.46154,                0.29477,                0.79707,              0.0008846,              0.0008846,              0.0008846
                    172,                0.59072,                0.34141,                0.88516,                 0.9989,                      1,                  0.995,                0.89308,                0.46995,                0.29385,                0.79943,               0.000878,               0.000878,               0.000878
                    173,                0.54737,                0.34231,                0.87576,                 0.9989,                      1,                  0.995,                 0.8949,                0.47538,                0.29703,                0.80089,              0.0008714,              0.0008714,              0.0008714
                    174,                0.55951,                0.36387,                0.89314,                 0.9989,                      1,                  0.995,                0.89879,                0.46536,                0.29069,                0.79821,              0.0008648,              0.0008648,              0.0008648
                    175,                0.60808,                0.38075,                0.87389,                0.99893,                      1,                  0.995,                0.90322,                 0.4532,                0.29016,                0.79555,              0.0008582,              0.0008582,              0.0008582
                    176,                0.54664,                0.33758,                0.87719,                0.99893,                      1,                  0.995,                0.90448,                0.45345,                0.29052,                0.79459,              0.0008516,              0.0008516,              0.0008516
                    177,                0.58718,                0.36737,                 0.8839,                0.99897,                      1,                  0.995,                 0.9062,                0.44919,                0.29127,                 0.7939,               0.000845,               0.000845,               0.000845
                    178,                0.68435,                0.41295,                0.92443,                0.99898,                      1,                  0.995,                0.90387,                0.43964,                0.29465,                0.79188,              0.0008384,              0.0008384,              0.0008384
                    179,                0.61497,                0.37015,                0.89092,                0.99898,                      1,                  0.995,                0.91012,                0.43368,                0.29343,                0.79165,              0.0008318,              0.0008318,              0.0008318
                    180,                0.58331,                0.35013,                0.90188,                0.99897,                      1,                  0.995,                 0.9126,                0.43476,                0.29226,                 0.7935,              0.0008252,              0.0008252,              0.0008252
                    181,                0.60238,                0.36949,                0.88274,                0.99895,                      1,                  0.995,                0.89892,                0.44926,                0.28849,                0.79595,              0.0008186,              0.0008186,              0.0008186
                    182,                0.59875,                0.37152,                0.89778,                0.99896,                      1,                  0.995,                0.88648,                0.48543,                0.29117,                0.80222,               0.000812,               0.000812,               0.000812
                    183,                0.57964,                0.35646,                0.88521,                0.99891,                      1,                  0.995,                0.88468,                0.49924,                0.29398,                0.80387,              0.0008054,              0.0008054,              0.0008054
                    184,                0.61448,                0.37196,                0.88911,                 0.9989,                      1,                  0.995,                0.88462,                0.47942,                0.29394,                0.79873,              0.0007988,              0.0007988,              0.0007988
                    185,                0.64297,                0.40429,                 0.9099,                0.99887,                      1,                  0.995,                0.89727,                0.45448,                0.28775,                0.79203,              0.0007922,              0.0007922,              0.0007922
                    186,                0.49736,                0.33317,                0.85333,                0.99886,                      1,                  0.995,                0.90335,                0.44702,                0.28409,                0.78976,              0.0007856,              0.0007856,              0.0007856
                    187,                0.57185,                0.34641,                0.88545,                0.99885,                      1,                  0.995,                0.90294,                 0.4463,                 0.2837,                0.79011,               0.000779,               0.000779,               0.000779
                    188,                0.53969,                 0.3553,                0.86913,                0.99885,                      1,                  0.995,                0.90796,                0.44416,                0.28286,                0.79002,              0.0007724,              0.0007724,              0.0007724
                    189,                0.55191,                0.35247,                0.88284,                0.99885,                      1,                  0.995,                 0.9119,                0.45134,                0.28473,                0.79161,              0.0007658,              0.0007658,              0.0007658
                    190,                0.51995,                0.34672,                0.89468,                0.99884,                      1,                  0.995,                0.91369,                0.45882,                0.28022,                0.79299,              0.0007592,              0.0007592,              0.0007592
                    191,                 0.5287,                0.34053,                0.85841,                0.99884,                      1,                  0.995,                0.91042,                0.45057,                0.27096,                0.79089,              0.0007526,              0.0007526,              0.0007526
                    192,                0.53029,                0.34618,                0.88524,                0.99883,                      1,                  0.995,                0.90849,                0.44344,                0.26828,                0.78953,               0.000746,               0.000746,               0.000746
                    193,                0.55249,                0.34175,                0.88748,                0.99887,                      1,                  0.995,                0.91408,                0.43363,                0.26652,                0.78877,              0.0007394,              0.0007394,              0.0007394
                    194,                0.52794,                 0.3605,                0.84783,                0.99891,                      1,                  0.995,                 0.9174,                0.42684,                 0.2673,                0.78767,              0.0007328,              0.0007328,              0.0007328
                    195,                0.56483,                0.34387,                0.83736,                 0.9989,                      1,                  0.995,                0.92068,                0.42209,                0.26334,                0.78564,              0.0007262,              0.0007262,              0.0007262
                    196,                0.56283,                0.35201,                 0.9128,                0.99891,                      1,                  0.995,                0.91054,                0.42672,                0.26999,                0.78556,              0.0007196,              0.0007196,              0.0007196
                    197,                0.58881,                0.35445,                0.88459,                 0.9989,                      1,                  0.995,                 0.9116,                0.43412,                0.27567,                0.78663,               0.000713,               0.000713,               0.000713
                    198,                0.60628,                0.35645,                0.90473,                0.99894,                      1,                  0.995,                0.91721,                0.43603,                0.27783,                0.78774,              0.0007064,              0.0007064,              0.0007064
                    199,                0.55798,                0.35612,                0.87965,                0.99894,                      1,                  0.995,                0.91868,                0.43698,                0.27226,                 0.7899,              0.0006998,              0.0006998,              0.0006998
                    200,                 0.5388,                0.34072,                 0.8681,                 0.9989,                      1,                  0.995,                0.91881,                0.44929,                0.27522,                0.79427,              0.0006932,              0.0006932,              0.0006932
                    201,                0.55278,                 0.3585,                0.88411,                0.99889,                      1,                  0.995,                0.90779,                0.46909,                0.27962,                0.79834,              0.0006866,              0.0006866,              0.0006866
                    202,                0.59031,                0.35362,                0.86728,                0.99889,                      1,                  0.995,                0.90043,                0.46804,                0.28001,                 0.7976,                0.00068,                0.00068,                0.00068
                    203,                0.52713,                0.33569,                0.89916,                0.99885,                      1,                  0.995,                0.90809,                0.45874,                0.27277,                0.79252,              0.0006734,              0.0006734,              0.0006734
                    204,                0.57041,                 0.3486,                0.90923,                0.99885,                      1,                  0.995,                0.92568,                0.44428,                0.26881,                0.78795,              0.0006668,              0.0006668,              0.0006668
                    205,                0.56608,                  0.353,                0.87648,                0.99883,                      1,                  0.995,                 0.9267,                0.43393,                0.27015,                0.78628,              0.0006602,              0.0006602,              0.0006602
                    206,                0.54859,                 0.3368,                0.87866,                 0.9988,                      1,                  0.995,                0.92503,                0.43584,                0.27226,                0.78836,              0.0006536,              0.0006536,              0.0006536
                    207,                0.53242,                0.35148,                0.87561,                0.99883,                      1,                  0.995,                0.92542,                0.43066,                0.26981,                0.78791,               0.000647,               0.000647,               0.000647
                    208,                0.59721,                0.34323,                0.90467,                0.99884,                      1,                  0.995,                0.92835,                0.41284,                0.26511,                0.78414,              0.0006404,              0.0006404,              0.0006404
                    209,                0.55854,                0.34718,                0.88872,                0.99888,                      1,                  0.995,                0.92247,                0.41282,                0.26229,                0.78433,              0.0006338,              0.0006338,              0.0006338
                    210,                 0.5528,                 0.3544,                 0.8512,                0.99891,                      1,                  0.995,                0.90887,                0.42373,                0.25735,                0.78699,              0.0006272,              0.0006272,              0.0006272
                    211,                0.51584,                0.32966,                0.86643,                0.99886,                      1,                  0.995,                0.91365,                0.42107,                0.25505,                0.78609,              0.0006206,              0.0006206,              0.0006206
                    212,                0.56018,                0.35095,                0.88258,                0.99886,                      1,                  0.995,                0.92544,                0.41344,                0.24962,                0.78461,               0.000614,               0.000614,               0.000614
                    213,                0.52561,                0.33156,                0.86573,                0.99887,                      1,                  0.995,                0.92626,                0.39931,                0.25215,                0.78157,              0.0006074,              0.0006074,              0.0006074
                    214,                0.55338,                0.33156,                0.91509,                0.99888,                      1,                  0.995,                0.92208,                0.39377,                0.25497,                0.78035,              0.0006008,              0.0006008,              0.0006008
                    215,                0.54434,                0.33464,                  0.886,                0.99889,                      1,                  0.995,                0.92293,                0.38697,                  0.255,                0.77969,              0.0005942,              0.0005942,              0.0005942
                    216,                0.56989,                0.34829,                0.85417,                0.99888,                      1,                  0.995,                0.92416,                0.39182,                0.25871,                0.77922,              0.0005876,              0.0005876,              0.0005876
                    217,                0.57399,                0.34314,                0.89384,                 0.9989,                      1,                  0.995,                0.91911,                0.40595,                0.26036,                0.78027,               0.000581,               0.000581,               0.000581
                    218,                0.56893,                0.33716,                0.91903,                 0.9989,                      1,                  0.995,                0.91719,                0.40935,                0.25856,                 0.7813,              0.0005744,              0.0005744,              0.0005744
                    219,                0.51389,                0.31732,                0.88522,                0.99891,                      1,                  0.995,                0.92264,                0.40962,                0.25895,                0.78234,              0.0005678,              0.0005678,              0.0005678
                    220,                0.54663,                 0.3323,                0.85908,                0.99892,                      1,                  0.995,                0.92562,                0.40282,                0.25671,                0.78249,              0.0005612,              0.0005612,              0.0005612
                    221,                0.57905,                0.33718,                0.86038,                0.99889,                      1,                  0.995,                0.93526,                0.38418,                0.25349,                0.78088,              0.0005546,              0.0005546,              0.0005546
                    222,                0.52303,                 0.3293,                0.88821,                0.99887,                      1,                  0.995,                0.93871,                0.37388,                0.24898,                0.77964,               0.000548,               0.000548,               0.000548
                    223,                0.53295,                 0.3331,                 0.8465,                0.99885,                      1,                  0.995,                0.93993,                0.37026,                0.24766,                0.77875,              0.0005414,              0.0005414,              0.0005414
                    224,                0.54137,                 0.3378,                 0.8635,                0.99881,                      1,                  0.995,                0.94098,                0.36938,                0.24862,                0.77765,              0.0005348,              0.0005348,              0.0005348
                    225,                0.52393,                0.32802,                0.84313,                0.99881,                      1,                  0.995,                0.94062,                0.37113,                0.24726,                0.77633,              0.0005282,              0.0005282,              0.0005282
                    226,                0.53238,                0.33655,                0.89366,                 0.9988,                      1,                  0.995,                 0.9344,                0.37472,                0.24675,                0.77686,              0.0005216,              0.0005216,              0.0005216
                    227,                0.53624,                0.32607,                 0.8746,                0.99883,                      1,                  0.995,                0.93754,                0.37588,                0.24681,                0.77806,               0.000515,               0.000515,               0.000515
                    228,                0.53251,                0.33798,                0.86281,                0.99885,                      1,                  0.995,                0.94224,                0.37146,                0.24676,                0.77748,              0.0005084,              0.0005084,              0.0005084
                    229,                0.52917,                0.32688,                0.87091,                0.99886,                      1,                  0.995,                0.93484,                0.38464,                0.25002,                0.77988,              0.0005018,              0.0005018,              0.0005018
                    230,                0.48069,                0.31484,                0.86092,                0.99887,                      1,                  0.995,                0.92688,                0.39337,                0.25319,                0.78155,              0.0004952,              0.0004952,              0.0004952
                    231,                0.52061,                0.33147,                0.85337,                0.99889,                      1,                  0.995,                0.92896,                 0.3939,                0.25187,                0.78156,              0.0004886,              0.0004886,              0.0004886
                    232,                0.54159,                 0.3311,                0.88259,                0.99891,                      1,                  0.995,                0.93056,                0.37947,                0.24952,                0.77918,               0.000482,               0.000482,               0.000482
                    233,                0.51267,                0.30848,                0.88164,                0.99893,                      1,                  0.995,                0.93425,                0.35702,                0.24582,                0.77565,              0.0004754,              0.0004754,              0.0004754
                    234,                0.50833,                0.32516,                0.84738,                0.99893,                      1,                  0.995,                0.93784,                 0.3625,                0.24568,                0.77476,              0.0004688,              0.0004688,              0.0004688
                    235,                0.52727,                0.32928,                0.87103,                0.99893,                      1,                  0.995,                0.94051,                  0.374,                0.25221,                0.77632,              0.0004622,              0.0004622,              0.0004622
                    236,                0.56128,                0.33259,                0.85378,                0.99893,                      1,                  0.995,                 0.9438,                0.37329,                0.25426,                0.77626,              0.0004556,              0.0004556,              0.0004556
                    237,                0.51785,                0.33958,                0.89403,                0.99892,                      1,                  0.995,                0.93818,                0.36223,                0.25256,                0.77497,               0.000449,               0.000449,               0.000449
                    238,                0.52098,                0.33541,                0.85962,                0.99892,                      1,                  0.995,                 0.9434,                0.36377,                0.24734,                0.77565,              0.0004424,              0.0004424,              0.0004424
                    239,                0.52513,                0.31988,                0.85367,                0.99888,                      1,                  0.995,                0.94509,                0.38097,                0.24831,                0.77803,              0.0004358,              0.0004358,              0.0004358
                    240,                0.58843,                0.34657,                0.91966,                0.99886,                      1,                  0.995,                0.93319,                0.40088,                0.25179,                0.78054,              0.0004292,              0.0004292,              0.0004292
                    241,                0.52268,                0.33018,                 0.8859,                0.99887,                      1,                  0.995,                 0.9402,                0.40098,                0.25186,                0.78043,              0.0004226,              0.0004226,              0.0004226
                    242,                0.52508,                0.34058,                0.85867,                0.99887,                      1,                  0.995,                0.93862,                0.39116,                 0.2477,                0.77947,               0.000416,               0.000416,               0.000416
                    243,                0.59181,                0.35772,                0.86598,                0.99887,                      1,                  0.995,                0.94123,                 0.3791,                0.24755,                0.77805,              0.0004094,              0.0004094,              0.0004094
                    244,                0.51013,                0.32247,                0.84438,                0.99893,                      1,                  0.995,                0.93566,                0.36789,                0.24599,                0.77557,              0.0004028,              0.0004028,              0.0004028
                    245,                0.52215,                0.33274,                0.85861,                0.99895,                      1,                  0.995,                0.94386,                0.35979,                0.24535,                0.77468,              0.0003962,              0.0003962,              0.0003962
                    246,                0.49503,                0.31283,                0.86143,                0.99896,                      1,                  0.995,                0.94122,                0.35849,                0.24321,                0.77401,              0.0003896,              0.0003896,              0.0003896
                    247,                0.45922,                0.29825,                0.86219,                0.99894,                      1,                  0.995,                0.93743,                0.37025,                0.24671,                0.77603,               0.000383,               0.000383,               0.000383
                    248,                0.54406,                0.33465,                0.85969,                0.99894,                      1,                  0.995,                0.93712,                0.39286,                0.25388,                 0.7792,              0.0003764,              0.0003764,              0.0003764
                    249,                0.51352,                0.32043,                0.88067,                0.99893,                      1,                  0.995,                0.92984,                0.40507,                0.25291,                 0.7809,              0.0003698,              0.0003698,              0.0003698
                    250,                0.51434,                0.31194,                0.84493,                0.99891,                      1,                  0.995,                0.93905,                0.39384,                0.24822,                0.77901,              0.0003632,              0.0003632,              0.0003632
                    251,                0.57302,                0.34301,                0.86706,                0.99889,                      1,                  0.995,                0.94235,                0.37311,                0.24364,                0.77516,              0.0003566,              0.0003566,              0.0003566
                    252,                0.54921,                0.32313,                0.89665,                 0.9989,                      1,                  0.995,                 0.9449,                0.36689,                0.24057,                0.77389,                0.00035,                0.00035,                0.00035
                    253,                0.48592,                0.29224,                 0.8667,                0.99891,                      1,                  0.995,                0.94919,                0.37258,                0.24088,                0.77492,              0.0003434,              0.0003434,              0.0003434
                    254,                0.49744,                0.30481,                  0.878,                 0.9989,                      1,                  0.995,                0.94411,                0.37299,                0.24156,                0.77523,              0.0003368,              0.0003368,              0.0003368
                    255,                0.50512,                0.31215,                0.87718,                 0.9989,                      1,                  0.995,                0.94184,                0.36172,                0.23831,                0.77402,              0.0003302,              0.0003302,              0.0003302
                    256,                0.50105,                0.31625,                0.84203,                0.99889,                      1,                  0.995,                0.95225,                0.35063,                0.23623,                0.77281,              0.0003236,              0.0003236,              0.0003236
                    257,                0.51967,                0.31579,                0.86417,                 0.9989,                      1,                  0.995,                0.94982,                0.35044,                0.23905,                0.77234,               0.000317,               0.000317,               0.000317
                    258,                0.49176,                0.29621,                0.85577,                 0.9989,                      1,                  0.995,                0.93976,                0.36106,                0.24339,                0.77348,              0.0003104,              0.0003104,              0.0003104
                    259,                0.49928,                0.30836,                0.86607,                 0.9989,                      1,                  0.995,                0.94128,                 0.3672,                 0.2471,                0.77429,              0.0003038,              0.0003038,              0.0003038
                    260,                0.56562,                0.33244,                0.88413,                0.99891,                      1,                  0.995,                0.94438,                0.36211,                0.24492,                0.77431,              0.0002972,              0.0002972,              0.0002972
                    261,                 0.4951,                0.30534,                0.84739,                0.99891,                      1,                  0.995,                 0.9499,                0.34979,                0.24256,                0.77322,              0.0002906,              0.0002906,              0.0002906
                    262,                0.43576,                 0.2885,                0.85594,                0.99893,                      1,                  0.995,                0.95107,                0.34273,                0.24076,                0.77275,               0.000284,               0.000284,               0.000284
                    263,                0.55333,                0.34001,                0.87464,                0.99893,                      1,                  0.995,                0.95385,                0.34158,                0.24203,                0.77193,              0.0002774,              0.0002774,              0.0002774
                    264,                0.49588,                0.31913,                0.87164,                0.99893,                      1,                  0.995,                0.95385,                0.33787,                0.24359,                0.77115,              0.0002708,              0.0002708,              0.0002708
                    265,                0.45961,                0.29786,                 0.8429,                0.99893,                      1,                  0.995,                0.95272,                0.33379,                0.23855,                 0.7705,              0.0002642,              0.0002642,              0.0002642
                    266,                0.47481,                0.29531,                0.84101,                0.99894,                      1,                  0.995,                0.95392,                0.33312,                0.23369,                0.77041,              0.0002576,              0.0002576,              0.0002576
                    267,                0.44352,                0.29595,                0.83209,                0.99896,                      1,                  0.995,                0.95094,                0.33621,                 0.2353,                0.77101,               0.000251,               0.000251,               0.000251
                    268,                 0.5307,                 0.3301,                 0.8957,                0.99894,                      1,                  0.995,                0.95267,                0.34381,                0.23974,                0.77148,              0.0002444,              0.0002444,              0.0002444
                    269,                0.52144,                0.32557,                0.88912,                0.99895,                      1,                  0.995,                0.95152,                0.35362,                0.24302,                0.77268,              0.0002378,              0.0002378,              0.0002378
                    270,                0.48665,                0.31031,                0.87279,                0.99894,                      1,                  0.995,                 0.9461,                0.35819,                0.24267,                0.77333,              0.0002312,              0.0002312,              0.0002312
                    271,                0.51425,                 0.3154,                0.87553,                0.99893,                      1,                  0.995,                0.93901,                   0.36,                0.24285,                 0.7733,              0.0002246,              0.0002246,              0.0002246
                    272,                0.50832,                0.30846,                0.86505,                0.99893,                      1,                  0.995,                 0.9458,                0.35677,                0.24341,                0.77277,               0.000218,               0.000218,               0.000218
                    273,                0.45511,                0.28793,                0.85983,                0.99893,                      1,                  0.995,                0.95116,                0.35165,                0.24093,                0.77225,              0.0002114,              0.0002114,              0.0002114
                    274,                0.50184,                0.32548,                0.89337,                0.99893,                      1,                  0.995,                0.95536,                0.34599,                0.23807,                0.77162,              0.0002048,              0.0002048,              0.0002048
                    275,                0.46304,                0.30272,                0.85884,                0.99894,                      1,                  0.995,                0.95534,                0.34246,                0.23466,                0.77111,              0.0001982,              0.0001982,              0.0001982
                    276,                0.45496,                0.29787,                0.83995,                0.99894,                      1,                  0.995,                 0.9576,                0.33656,                0.23105,                 0.7704,              0.0001916,              0.0001916,              0.0001916
                    277,                0.48146,                0.29517,                0.86251,                0.99894,                      1,                  0.995,                0.96256,                0.33037,                0.22892,                0.76943,               0.000185,               0.000185,               0.000185
                    278,                0.51235,                0.32678,                0.88454,                0.99894,                      1,                  0.995,                0.96268,                0.32495,                0.22799,                0.76883,              0.0001784,              0.0001784,              0.0001784
                    279,                0.49335,                 0.3161,                0.87105,                0.99893,                      1,                  0.995,                 0.9594,                 0.3254,                0.22691,                0.76887,              0.0001718,              0.0001718,              0.0001718
                    280,                0.51107,                0.31139,                0.84971,                0.99891,                      1,                  0.995,                0.95921,                0.33013,                0.22769,                 0.7692,              0.0001652,              0.0001652,              0.0001652
                    281,                0.48415,                0.29683,                 0.8653,                0.99894,                      1,                  0.995,                0.95933,                0.33417,                0.22914,                0.76956,              0.0001586,              0.0001586,              0.0001586
                    282,                0.46567,                0.29055,                0.86445,                0.99893,                      1,                  0.995,                0.96268,                0.33747,                0.22966,                0.77001,               0.000152,               0.000152,               0.000152
                    283,                 0.4449,                 0.2808,                0.84888,                0.99893,                      1,                  0.995,                0.96211,                0.33666,                0.22829,                0.77002,              0.0001454,              0.0001454,              0.0001454
                    284,                0.50741,                0.30094,                0.88788,                0.99893,                      1,                  0.995,                 0.9619,                 0.3332,                0.22779,                0.76954,              0.0001388,              0.0001388,              0.0001388
                    285,                0.47176,                0.29081,                 0.8303,                0.99892,                      1,                  0.995,                 0.9637,                0.32804,                0.22739,                0.76847,              0.0001322,              0.0001322,              0.0001322
                    286,                 0.5015,                0.31989,                0.86064,                0.99893,                      1,                  0.995,                0.96206,                0.32612,                0.22792,                0.76797,              0.0001256,              0.0001256,              0.0001256
                    287,                  0.523,                0.31693,                0.86925,                0.99894,                      1,                  0.995,                0.96091,                0.32483,                0.22852,                0.76727,               0.000119,               0.000119,               0.000119
                    288,                0.53259,                0.32085,                 0.8838,                0.99893,                      1,                  0.995,                0.96197,                0.32332,                0.22859,                0.76691,              0.0001124,              0.0001124,              0.0001124
                    289,                0.46675,                0.28793,                0.85803,                0.99892,                      1,                  0.995,                0.96221,                0.32214,                0.22795,                0.76669,              0.0001058,              0.0001058,              0.0001058
                    290,                0.50873,                0.30804,                0.87205,                0.99891,                      1,                  0.995,                0.96313,                0.32069,                0.22807,                0.76652,               9.92e-05,               9.92e-05,               9.92e-05
                    291,                0.43374,                0.30167,                 0.8243,                0.99893,                      1,                  0.995,                0.95885,                0.32122,                0.22862,                0.76597,               9.26e-05,               9.26e-05,               9.26e-05
                    292,                0.42836,                0.29176,                0.79194,                0.99893,                      1,                  0.995,                0.95907,                0.32214,                0.22845,                0.76547,                8.6e-05,                8.6e-05,                8.6e-05
                    293,                 0.4575,                0.30101,                0.79463,                0.99892,                      1,                  0.995,                0.95623,                0.32377,                0.22894,                0.76532,               7.94e-05,               7.94e-05,               7.94e-05
                    294,                0.44103,                0.27875,                0.81831,                0.99892,                      1,                  0.995,                 0.9557,                0.32703,                0.22971,                0.76534,               7.28e-05,               7.28e-05,               7.28e-05
                    295,                0.43291,                0.29717,                0.81385,                0.99892,                      1,                  0.995,                 0.9548,                0.33173,                0.23181,                0.76576,               6.62e-05,               6.62e-05,               6.62e-05
                    296,                0.45077,                0.30215,                0.83687,                0.99889,                      1,                  0.995,                0.95161,                0.33516,                0.23292,                0.76609,               5.96e-05,               5.96e-05,               5.96e-05
                    297,                0.41395,                0.28089,                0.83584,                0.99887,                      1,                  0.995,                0.94343,                0.34003,                 0.2343,                0.76665,                5.3e-05,                5.3e-05,                5.3e-05
                    298,                0.40671,                0.26351,                 0.8351,                0.99883,                      1,                  0.995,                0.94434,                0.34465,                0.23478,                0.76706,               4.64e-05,               4.64e-05,               4.64e-05
                    299,                0.42848,                0.28995,                0.79863,                0.99881,                      1,                  0.995,                0.94239,                0.35019,                0.23568,                0.76755,               3.98e-05,               3.98e-05,               3.98e-05
                    300,                0.39617,                0.28462,                0.80604,                0.99879,                      1,                  0.995,                0.94255,                0.35193,                0.23715,                 0.7676,               3.32e-05,               3.32e-05,               3.32e-05
